Luas lantai (m2),Jenis dinding,Jenis Lantai,Kepimilikan FTBAB,Sumber air minum,Sumber penerangan,Bahan bakar,Banyak ART,Outcome
72,3,5,1,5,1,4,2,1
42,3,5,1,7,1,2,2,1
340,1,1,1,7,1,3,7,1
360,3,5,1,4,1,4,3,1
96,3,5,1,7,1,4,3,1
25,3,5,6,8,3,10,3,1
20,3,5,6,8,4,10,3,0
20,3,5,6,9,4,10,3,0
28,3,5,6,8,3,10,2,1
30,3,5,6,8,4,10,2,1
45,3,5,6,7,3,4,2,1
30,3,5,6,8,4,10,1,1
35,3,5,6,8,4,10,3,0
45,3,5,6,9,3,4,3,1
28,3,5,6,8,3,10,2,1
30,3,5,6,8,3,4,2,1
35,3,5,6,8,3,4,5,0
70,3,5,1,8,3,4,2,1
96,1,6,1,7,1,10,4,1
54,3,5,1,8,3,3,2,1
150,3,5,1,7,1,4,3,1
35,3,5,6,8,3,4,1,1
126,1,4,1,7,1,4,3,1
70,3,5,6,8,3,10,3,1
20,3,5,6,7,1,4,1,1
90,3,5,1,7,1,4,6,1
36,3,6,1,8,1,4,4,1
96,3,6,1,7,1,4,2,1
55,3,6,1,7,1,4,3,1
30,3,5,1,7,4,4,3,1
75,3,6,1,5,1,4,6,0
72,3,5,1,7,1,4,5,1
78,3,6,1,7,1,10,2,1
72,3,6,1,7,1,4,5,1
54,3,6,1,7,1,4,6,1
20,3,5,6,8,4,10,1,1
30,3,5,6,8,4,10,3,1
28,3,5,6,7,4,10,4,1
84,3,5,6,8,2,4,3,1
28,3,5,6,8,2,4,4,1
45,3,5,6,8,3,4,1,1
66,7,5,6,7,4,4,1,1
28,3,5,6,8,4,4,4,0
20,3,5,6,8,3,4,1,1
84,3,6,6,3,1,4,6,1
70,3,6,1,3,1,4,5,1
40,3,6,6,3,1,4,6,1
150,1,6,1,3,1,4,1,1
45,3,6,6,3,1,4,3,1
90,3,5,1,3,1,4,4,1
48,3,6,1,3,1,4,6,1
105,3,5,1,3,1,4,3,1
84,3,6,4,3,1,4,5,1
35,3,6,1,3,1,4,6,1
105,1,6,1,3,1,4,3,1
91,3,5,1,2,1,1,4,1
90,7,6,1,2,1,4,4,1
104,1,6,1,2,1,4,4,1
106,3,5,1,2,1,1,3,1
180,3,5,1,2,1,2,2,1
50,3,5,6,2,1,2,6,1
196,3,5,1,2,1,4,3,1
266,3,5,1,3,1,2,4,1
210,3,6,1,3,1,2,2,1
63,3,5,1,2,1,3,5,0
131,3,6,1,7,1,4,4,1
135,1,2,1,7,1,4,5,1
60,3,5,1,7,1,4,5,1
132,1,2,1,7,1,4,3,1
400,1,2,1,7,1,4,5,1
65,3,2,1,7,1,4,3,1
36,1,5,1,7,2,4,4,1
50,1,6,1,7,1,4,5,1
45,3,6,1,7,1,10,6,1
90,3,5,1,7,1,4,6,1
84,1,4,1,7,1,4,9,0
70,1,6,1,3,1,4,5,1
81,1,4,1,7,1,4,4,1
119,1,2,1,3,1,4,2,1
45,3,6,1,3,2,4,4,1
170,1,2,1,7,1,4,2,1
120,1,6,1,7,1,4,5,1
120,1,4,1,7,1,4,10,1
108,1,6,1,3,1,4,5,1
168,3,5,1,3,1,4,5,1
99,3,6,6,7,1,4,5,0
100,3,6,1,7,1,4,4,1
108,3,6,1,2,1,4,4,1
171,1,6,1,2,2,4,2,1
100,1,6,1,7,1,4,2,1
45,3,6,1,7,1,4,3,1
102,3,6,1,6,1,4,4,0
114,3,5,1,7,1,4,1,1
88,1,4,1,7,1,10,8,1
77,3,6,6,3,1,4,5,1
108,1,6,1,7,1,9,4,1
106,3,6,1,3,1,4,2,1
150,1,2,1,2,1,4,7,1
70,3,6,1,3,1,9,3,1
105,1,6,1,2,1,4,4,1
150,1,2,1,7,1,4,3,1
70,3,5,6,7,1,9,5,1
260,1,2,1,7,1,4,5,1
84,1,2,1,7,1,4,3,1
98,1,2,1,3,1,4,5,1
15,3,5,1,7,1,4,5,1
77,3,6,6,7,1,4,4,1
10,3,5,6,7,4,10,5,0
54,3,6,1,3,1,4,3,1
80,3,6,1,2,1,4,6,1
91,1,4,1,3,1,4,2,1
40,3,6,1,3,1,4,4,1
18,3,5,1,7,1,4,6,1
28,1,4,1,3,1,4,2,1
10,3,5,6,7,4,10,1,1
60,3,5,1,2,1,4,5,1
60,3,6,1,3,1,4,5,1
24,3,5,6,8,4,10,8,1
72,3,6,1,2,1,4,6,1
66,3,6,1,2,1,4,6,1
96,3,5,1,3,1,9,4,1
84,3,5,1,7,1,2,4,1
198,1,6,1,2,1,4,5,1
105,7,5,6,8,4,10,5,1
160,3,6,1,3,2,4,3,1
75,3,6,1,3,1,10,5,1
170,1,2,1,2,1,4,3,1
72,3,6,1,3,1,4,4,1
120,1,2,1,3,1,4,8,1
184,1,2,1,2,1,4,3,1
72,3,5,1,3,1,4,3,1
84,1,6,1,2,1,4,3,1
105,3,6,1,3,1,4,6,1
42,3,6,6,3,2,4,1,1
88,3,6,1,4,1,9,7,1
72,1,6,1,2,1,4,4,1
96,3,6,1,2,1,4,5,1
135,1,4,1,2,1,4,6,1
154,1,4,1,2,1,4,4,1
160,1,6,1,2,1,4,5,1
32,1,4,1,2,1,4,1,1
180,1,4,1,2,1,4,3,1
31,3,4,1,2,1,4,4,1
84,3,6,2,2,1,4,7,1
72,3,5,1,2,1,4,4,1
77,3,6,1,3,1,4,5,1
135,1,4,1,3,1,4,4,1
42,1,4,1,2,1,4,3,1
42,1,4,1,2,1,4,4,1
30,3,6,1,2,1,4,4,1
72,3,5,1,3,1,4,3,1
16,3,4,1,2,1,4,3,1
24,1,6,1,2,1,4,3,1
70,1,4,1,2,1,4,4,1
128,1,4,1,2,1,4,5,1
88,1,6,1,2,1,4,2,1
225,1,6,1,2,1,4,3,1
50,1,6,1,7,2,4,4,1
80,1,4,1,2,1,4,1,1
84,1,6,1,7,1,4,4,1
100,1,6,1,2,1,4,5,1
100,1,4,1,2,1,4,3,1
280,1,4,1,2,1,4,5,1
135,1,4,1,2,1,4,4,1
150,1,4,1,7,1,3,6,1
35,3,5,6,2,1,3,7,1
40,1,4,1,2,1,4,3,1
35,1,6,1,2,1,4,2,1
99,1,6,1,7,1,4,4,1
165,1,4,1,2,1,4,5,1
120,3,6,6,2,2,4,5,1
20,3,6,1,2,1,4,5,1
123,3,6,1,2,1,4,6,1
120,1,4,1,2,1,4,4,1
230,3,5,1,7,1,4,2,1
35,3,5,1,8,1,4,2,1
96,3,6,1,8,1,4,4,1
63,3,6,1,8,1,4,4,1
35,3,5,1,2,2,4,4,1
45,1,6,1,8,1,4,5,1
168,3,6,1,2,1,4,5,1
54,1,7,1,8,2,4,2,1
42,1,6,1,2,2,4,6,1
69,3,5,1,8,1,10,4,1
63,3,6,6,8,2,4,2,1
66,3,5,6,8,3,10,3,1
84,3,5,6,8,3,10,4,1
60,3,5,6,8,3,10,3,1
80,3,6,1,8,3,10,7,1
65,3,5,6,8,3,4,4,1
45,3,5,6,8,3,4,4,1
36,3,5,6,8,3,10,2,1
60,3,5,6,8,3,10,4,1
54,3,5,6,8,3,10,3,1
77,3,5,1,8,3,4,4,1
120,1,6,1,7,2,4,3,1
91,1,2,1,7,2,4,2,1
182,1,2,1,7,1,4,5,1
77,1,2,1,7,1,4,5,1
54,1,6,1,7,2,10,2,1
90,1,6,1,8,1,4,3,1
120,1,2,1,7,1,4,3,1
48,3,6,1,7,1,4,4,1
60,3,6,6,2,1,4,6,1
35,3,6,6,7,1,4,4,1
84,1,6,1,7,3,4,5,1
60,3,6,1,7,1,4,4,1
120,3,6,1,3,1,4,7,1
66,1,2,1,2,1,4,3,1
72,3,6,1,7,1,4,4,1
108,3,6,1,7,1,4,4,1
120,1,6,1,7,2,4,4,1
108,1,8,1,4,1,4,5,1
240,3,2,1,3,1,4,1,1
110,1,6,1,7,1,4,6,1
36,3,4,6,8,1,4,2,1
96,3,6,1,8,1,4,6,1
72,3,5,1,8,1,4,2,1
88,3,5,1,8,1,4,6,1
96,1,6,1,8,1,4,5,1
91,3,5,6,8,1,4,4,1
144,1,1,1,6,1,4,3,1
84,3,5,1,8,1,4,4,1
54,1,6,1,7,1,4,5,1
60,3,5,6,8,1,4,4,1
70,3,6,1,7,1,10,4,1
84,1,2,1,7,1,4,5,1
72,3,5,1,7,1,4,4,1
70,3,5,6,6,2,10,8,0
84,1,6,1,7,1,4,5,1
91,3,6,1,7,1,4,5,1
98,3,6,1,7,1,4,7,1
174,1,2,1,7,1,4,4,1
35,3,6,6,7,1,4,4,1
54,1,6,1,7,1,4,4,1
84,3,6,1,3,1,4,5,1
77,1,6,1,4,1,4,3,1
176,1,1,1,4,1,4,6,1
63,3,6,1,4,1,9,4,1
84,3,6,1,4,1,4,2,1
50,3,6,1,4,1,4,2,1
40,3,6,1,3,2,4,6,0
84,3,6,1,4,1,3,2,1
56,3,6,1,3,2,4,3,1
126,1,2,1,4,1,4,4,1
96,3,6,1,4,1,4,4,1
28,3,6,1,3,2,4,4,1
180,1,6,1,4,1,4,3,1
180,1,2,1,4,1,4,4,1
108,3,6,1,3,2,10,3,1
126,1,1,1,4,1,4,3,1
50,3,6,1,4,1,4,3,1
135,1,1,1,4,1,4,4,1
50,3,6,1,4,2,4,5,1
96,3,6,1,4,2,4,1,1
120,1,2,1,2,1,4,7,1
88,1,2,1,2,1,4,6,1
144,1,2,1,2,1,4,4,1
28,3,6,6,2,2,4,3,1
55,3,6,1,4,1,4,4,1
45,3,6,1,2,1,4,4,1
90,1,6,1,3,1,4,2,1
120,3,6,1,2,1,4,6,1
96,1,1,1,2,1,4,3,1
35,3,6,6,2,1,4,4,1
128,1,2,1,5,1,7,9,0
35,1,6,1,2,1,7,2,1
60,2,6,2,2,1,7,5,0
126,1,2,1,2,1,7,5,1
104,1,6,1,2,1,7,6,1
91,1,2,1,2,1,7,7,1
144,1,2,1,2,1,7,5,1
93,1,2,1,2,1,7,8,1
84,1,2,1,2,1,7,7,1
96,1,2,1,2,1,7,6,1
96,1,6,2,5,1,7,9,0
96,1,2,1,2,1,7,4,1
56,3,6,1,2,1,7,5,1
84,1,2,1,2,1,7,4,1
93,3,6,1,2,1,7,7,0
60,3,5,1,5,1,7,2,1
96,1,2,1,2,1,7,4,1
92,1,2,1,2,1,7,2,1
24,1,2,1,2,1,7,1,1
91,1,2,1,2,1,7,6,1
42,3,6,1,2,1,7,3,1
72,1,6,1,2,1,7,8,1
21,1,6,1,2,1,7,2,1
32,1,6,1,2,1,7,4,1
117,1,2,1,2,1,7,4,1
90,1,6,1,2,1,7,4,1
42,1,2,1,2,1,7,4,1
120,1,2,1,2,1,7,6,1
108,1,2,1,2,1,7,8,1
133,1,2,1,2,1,7,5,1
50,1,9,1,2,1,7,2,1
70,1,2,1,2,1,7,8,1
72,1,2,1,2,1,7,4,1
96,1,2,1,2,1,7,6,1
70,1,2,1,2,2,7,5,1
51,3,9,1,2,1,7,3,1
96,1,2,1,5,1,7,7,1
80,1,2,1,2,1,7,5,1
108,1,6,1,5,1,7,11,1
12,1,2,1,2,2,7,4,1
143,1,2,1,2,1,2,3,1
45,1,2,1,5,1,7,5,1
77,1,2,1,2,1,2,3,1
68,3,6,1,2,1,10,8,1
42,1,6,1,2,1,7,2,1
260,1,2,1,2,1,3,15,1
63,1,2,1,2,1,7,6,1
42,1,2,1,1,1,0,1,1
48,1,2,1,2,1,7,1,1
77,1,2,1,2,1,7,5,1
12,3,6,6,7,2,7,3,1
30,3,6,1,7,2,10,6,0
54,1,1,1,2,1,7,6,1
45,1,2,1,7,1,10,5,1
35,1,6,1,7,2,10,5,1
63,1,6,1,7,2,10,4,1
80,1,6,1,7,1,7,6,1
30,3,6,1,7,2,10,1,1
63,1,4,1,7,1,4,6,1
30,1,6,1,7,1,7,3,1
149,1,6,1,7,1,7,8,1
119,1,6,1,7,1,7,5,1
36,3,6,1,7,2,10,4,1
162,1,2,1,7,1,7,3,1
70,3,6,1,7,1,1,5,0
24,3,5,2,7,2,7,2,1
45,3,5,1,7,1,7,5,1
48,1,6,1,7,1,7,6,1
55,3,5,1,7,1,10,8,0
75,1,6,1,7,1,7,5,1
56,1,6,1,7,2,10,5,1
40,3,7,1,7,1,7,5,1
110,1,2,1,7,1,7,4,1
90,1,2,1,7,1,7,5,1
48,1,2,1,7,1,7,4,1
312,1,2,1,7,1,7,6,1
96,7,5,1,7,2,7,2,1
175,1,2,1,7,1,2,6,1
162,1,2,1,7,1,7,6,1
300,1,6,1,7,1,7,7,1
80,1,6,1,3,1,7,3,1
36,3,6,1,3,1,7,3,1
63,3,6,6,3,1,7,11,0
144,1,2,1,2,1,7,3,1
45,1,2,1,3,1,7,4,1
60,3,6,1,3,1,10,4,1
51,1,6,6,3,2,7,5,1
70,1,6,1,3,1,10,9,0
168,1,2,1,2,1,2,4,1
117,1,2,1,3,1,7,7,1
35,3,5,6,5,2,7,2,1
54,3,5,1,6,1,7,4,1
35,3,6,1,6,1,7,3,1
72,1,2,1,5,1,4,4,1
78,3,5,1,5,1,7,2,1
125,1,6,1,5,1,10,3,1
63,1,6,1,5,3,7,5,1
48,1,6,1,5,1,7,7,1
46,3,5,1,6,1,7,3,1
63,1,6,2,5,1,7,6,1
54,1,6,1,3,3,7,2,1
36,5,5,1,8,3,10,3,1
24,3,5,2,3,3,7,4,1
72,1,2,1,3,3,7,4,1
63,1,2,1,3,3,7,4,1
42,3,5,1,3,2,10,2,1
28,3,5,2,5,3,10,6,0
56,3,6,1,3,3,7,3,1
24,3,5,2,3,3,4,4,1
72,1,2,1,3,1,7,5,1
12,3,5,6,7,3,10,2,0
216,1,2,1,7,3,7,5,1
48,3,5,6,7,3,10,2,1
45,3,5,6,7,3,7,2,1
35,3,5,6,7,3,7,1,1
60,3,5,6,7,3,10,3,1
24,3,5,6,7,3,7,5,0
20,3,5,6,7,3,7,2,1
15,3,5,6,7,3,7,3,1
35,3,6,1,7,3,4,4,1
66,1,6,2,7,3,10,4,0
70,3,5,6,7,3,7,4,1
243,1,2,6,7,3,10,10,1
36,3,5,6,7,3,7,4,0
48,3,5,6,7,3,7,9,0
78,3,6,1,7,3,10,6,0
50,3,5,6,7,3,7,5,1
72,3,6,6,7,3,10,9,0
35,3,5,6,7,3,7,3,1
66,3,5,6,7,3,10,5,0
15,3,6,1,7,2,7,5,0
60,3,6,1,7,1,7,5,1
59,1,6,1,7,1,10,2,1
84,1,2,1,7,1,7,4,1
49,3,2,1,7,1,10,7,0
107,1,6,1,7,1,7,5,1
83,1,2,1,7,1,7,4,1
40,3,5,1,7,2,7,4,1
35,1,6,1,7,1,7,2,1
132,1,2,1,7,1,2,4,1
42,3,5,4,5,4,7,1,1
24,3,5,6,5,1,10,4,1
35,3,5,1,6,1,10,4,1
51,3,5,1,6,1,9,5,1
54,5,5,1,2,1,10,5,1
63,3,5,4,6,1,9,5,1
42,3,5,4,5,1,9,5,0
63,3,8,6,6,4,10,6,0
54,3,6,6,6,1,10,4,1
63,1,6,6,6,1,9,5,1
63,3,6,1,5,1,10,2,1
54,3,2,4,5,1,7,3,1
70,1,6,1,4,1,7,3,1
48,3,6,1,6,1,7,4,1
36,3,5,1,5,1,10,4,1
28,3,5,6,5,4,10,4,1
45,3,5,6,6,1,1,6,0
70,1,6,1,6,1,10,5,1
35,3,8,1,5,2,9,3,1
63,4,6,1,5,1,7,2,1
45,3,5,1,4,1,10,6,0
170,3,5,1,4,1,10,3,1
42,3,5,4,4,1,10,4,1
108,3,5,1,4,1,7,4,1
45,3,5,1,4,1,10,2,1
24,3,5,4,4,1,10,3,1
72,3,5,1,6,1,7,3,1
35,3,5,1,4,1,7,4,1
78,1,6,1,2,1,7,4,1
30,3,5,1,4,1,10,16,1
60,1,2,1,5,1,10,8,1
28,3,5,6,2,2,7,3,1
63,1,2,1,2,1,7,4,1
24,3,5,6,5,2,10,1,1
42,1,6,1,6,2,10,5,1
36,3,6,6,2,2,7,1,1
24,3,5,6,2,2,10,3,1
36,3,5,4,5,1,10,6,0
84,1,2,1,2,1,7,5,1
36,3,5,1,5,2,10,4,1
56,1,2,1,2,1,7,5,1
80,1,2,2,2,1,7,5,1
35,1,6,1,2,1,4,4,1
56,1,2,1,5,1,10,5,1
35,4,5,6,2,2,10,3,0
30,1,6,1,2,1,7,4,1
72,1,6,1,2,1,7,5,1
96,1,6,1,2,1,10,2,1
30,1,6,1,2,2,7,6,1
56,1,2,1,2,1,10,3,1
84,1,6,1,2,1,7,2,1
154,1,2,1,2,1,4,4,1
91,4,2,1,5,1,7,5,1
84,1,2,1,2,1,7,2,1
40,4,5,1,5,1,10,2,1
91,1,2,1,6,1,7,2,1
91,1,6,1,2,1,10,2,1
117,1,2,1,2,1,7,6,1
51,1,6,1,2,1,7,1,1
72,1,6,1,2,1,10,2,1
9,7,5,6,7,4,10,1,0
28,3,9,2,5,2,10,1,1
30,3,5,6,5,2,10,1,1
48,3,9,2,2,2,7,1,1
42,1,6,1,2,1,7,5,1
160,1,2,1,2,1,7,5,1
128,1,2,1,2,1,7,4,1
12,3,9,6,5,2,10,1,1
70,1,9,1,5,2,7,4,1
144,1,2,1,2,1,7,3,1
35,1,6,1,5,1,7,1,1
96,1,2,1,2,1,7,5,1
120,1,6,1,7,1,7,4,1
48,3,6,1,2,1,7,3,1
96,1,2,1,5,1,7,4,1
56,1,6,1,5,1,7,4,1
48,1,6,1,2,1,7,6,1
63,1,2,1,5,1,7,3,1
30,3,5,6,2,2,7,5,1
30,3,5,6,2,2,7,3,1
105,1,2,1,2,1,7,7,1
91,1,2,1,2,1,7,4,1
104,1,2,1,5,1,7,5,1
104,3,5,1,2,1,7,1,1
63,1,6,1,5,2,10,2,1
189,1,2,1,2,1,3,5,1
124,1,6,1,6,1,10,3,1
130,1,2,1,2,1,7,6,1
93,1,2,1,5,1,7,3,1
63,1,2,1,2,1,7,2,1
143,1,6,1,6,1,7,1,1
50,1,2,1,2,1,3,1,1
48,3,6,1,2,1,10,4,1
62,3,2,1,6,1,7,2,1
96,1,2,1,2,1,7,4,1
63,1,2,1,2,2,7,4,1
60,1,2,1,2,1,7,3,1
120,1,2,1,2,1,7,5,1
24,1,2,1,1,2,0,1,1
128,1,2,1,6,1,7,5,1
99,1,6,1,2,1,7,4,1
12,1,2,1,2,1,7,2,1
30,3,5,6,5,1,10,2,0
63,1,8,1,2,1,7,5,1
66,1,6,1,2,1,7,4,1
117,1,6,1,2,2,10,4,1
35,1,1,1,2,1,7,3,1
60,1,6,1,5,1,7,5,1
104,1,6,1,2,1,7,7,1
60,3,5,1,2,1,7,3,1
35,3,5,1,2,1,7,2,1
12,3,5,2,2,2,10,1,1
117,1,2,1,2,1,7,10,1
72,1,2,1,2,1,7,5,1
72,1,2,1,2,1,7,5,1
91,1,2,1,2,1,7,6,1
96,3,6,1,2,1,7,3,1
42,3,5,1,2,1,7,11,1
117,1,2,1,2,1,7,5,1
15,1,6,1,5,1,7,4,1
63,1,4,1,4,1,7,4,1
35,3,6,1,2,2,7,3,1
12,3,6,6,6,4,10,1,1
286,1,2,1,4,1,3,6,1
63,1,6,1,4,1,10,6,1
20,3,6,1,6,4,10,3,1
30,3,6,1,5,1,10,11,0
35,3,6,1,2,2,7,6,1
35,3,5,1,5,2,10,4,1
36,3,6,1,4,1,10,5,1
63,3,6,1,4,1,7,13,1
35,1,6,1,2,1,10,4,1
35,3,5,6,4,1,10,5,0
270,1,6,1,4,1,7,2,1
63,1,2,6,2,1,7,5,1
78,1,2,1,2,1,7,5,1
35,1,6,1,4,1,10,4,1
50,1,6,1,2,1,7,5,1
20,3,6,1,2,2,7,4,1
35,3,6,1,2,2,7,4,1
48,3,6,6,2,1,7,5,1
48,3,5,6,2,1,7,4,1
48,1,2,1,2,1,7,6,1
59,1,6,1,5,1,7,8,1
48,3,5,6,2,1,7,8,1
35,3,6,4,2,1,7,5,1
150,1,2,1,2,1,7,7,1
42,1,6,1,2,1,7,2,1
35,1,6,4,2,1,7,3,1
48,1,6,1,2,1,7,4,1
50,1,6,1,5,1,7,3,1
24,3,5,1,5,1,7,4,1
51,7,5,1,5,4,7,5,0
24,3,5,1,5,3,10,1,1
450,3,6,1,5,3,7,8,0
195,1,2,1,5,2,10,6,1
36,3,6,1,5,1,10,4,1
50,3,2,1,5,2,7,10,0
48,3,6,1,5,3,10,4,1
48,1,6,1,5,3,10,9,0
60,3,5,1,2,1,7,2,1
56,3,5,1,2,1,7,4,1
216,1,2,1,2,1,7,5,1
42,1,6,1,6,1,10,3,1
48,3,5,1,2,1,10,8,1
90,3,6,1,2,1,7,4,1
35,3,5,1,2,1,10,8,1
48,3,5,1,2,1,7,4,1
48,3,5,1,2,1,7,6,1
280,1,2,1,6,1,3,7,1
66,3,5,1,2,1,7,6,1
60,3,5,1,1,1,7,3,1
88,3,6,1,2,1,7,5,1
36,3,5,1,5,2,10,2,1
91,3,5,1,2,1,7,4,1
57,3,6,1,2,1,7,4,1
63,3,5,1,2,1,7,5,1
66,3,5,1,2,1,10,5,1
51,3,5,1,2,1,7,4,1
104,1,2,1,2,1,7,3,1
28,3,5,2,6,2,10,1,1
63,1,2,1,2,1,7,3,1
32,3,5,4,6,1,10,6,1
81,1,2,1,6,1,7,4,1
63,1,6,1,6,1,7,4,1
72,1,6,1,6,1,7,3,1
108,1,2,3,6,2,7,1,1
18,3,5,2,2,1,10,5,1
35,3,5,4,6,2,10,2,1
35,3,5,1,6,2,10,2,1
96,1,2,1,7,1,4,4,1
35,3,6,4,7,1,4,3,1
105,1,2,4,7,1,10,3,1
70,3,5,1,7,1,4,2,1
108,1,2,4,7,1,4,4,1
48,1,6,4,7,1,4,2,1
70,3,5,4,7,1,10,4,1
36,3,5,6,7,1,10,8,0
96,1,2,1,7,1,4,4,1
20,3,5,4,7,1,7,2,1
41,7,5,1,7,1,4,7,1
51,1,5,1,7,1,4,2,1
35,3,5,6,7,1,7,3,1
41,3,5,4,7,1,10,5,0
82,3,5,6,7,1,10,9,0
61,3,6,4,7,1,4,4,1
55,1,6,6,7,1,4,1,1
96,1,2,1,7,1,7,5,1
24,3,5,1,7,1,10,4,0
51,3,5,1,7,1,10,1,1
88,3,6,1,7,3,10,6,1
99,1,6,1,7,1,10,4,1
80,3,5,1,7,3,10,3,0
102,1,6,1,7,3,4,6,1
80,3,5,1,7,3,10,6,1
102,3,5,1,7,3,10,2,1
63,1,6,1,7,3,4,2,1
270,1,2,1,2,3,7,1,1
252,1,2,1,7,1,4,5,1
99,3,5,1,7,1,7,4,1
48,3,5,1,7,2,10,4,0
59,3,6,1,7,1,10,3,1
169,1,6,1,7,1,10,6,1
54,1,6,1,7,1,10,5,0
56,3,6,1,7,1,4,5,1
126,1,2,1,7,1,10,3,1
77,1,6,6,7,2,4,3,1
45,3,6,1,7,1,10,5,1
21,3,6,6,7,2,7,4,1
262,1,2,1,7,1,10,5,1
77,3,6,1,7,1,7,4,1
63,1,6,1,7,1,7,3,1
63,3,6,2,7,1,10,3,1
180,1,6,6,7,1,7,3,1
234,3,5,1,7,1,7,3,1
30,3,5,6,7,1,10,6,1
35,3,6,1,7,1,10,8,1
264,7,5,1,7,1,4,2,1
35,3,5,1,7,1,10,3,1
35,3,5,6,7,1,10,3,1
35,3,6,2,5,1,10,5,1
42,1,2,1,8,1,10,4,1
64,1,2,1,8,1,10,5,1
38,3,5,1,8,1,10,7,0
42,3,4,1,8,1,10,4,1
35,3,5,1,5,1,10,6,1
49,3,5,1,8,1,10,2,1
48,1,2,1,8,1,10,7,1
38,5,5,2,8,1,10,3,1
35,3,5,1,8,1,10,1,1
60,1,2,1,7,1,10,5,1
35,3,5,1,7,1,10,2,1
35,3,5,6,7,4,10,6,0
63,1,4,1,7,1,10,6,1
45,3,5,1,7,1,10,3,1
45,3,5,1,7,1,10,5,1
60,1,2,1,7,1,7,4,1
60,3,5,1,7,1,10,4,1
45,3,5,1,7,1,10,4,1
48,1,2,1,7,1,10,4,1
50,3,5,1,7,1,10,3,1
48,1,2,1,7,1,10,4,1
49,3,5,1,7,1,10,2,1
49,3,5,1,7,1,10,3,1
80,1,6,1,7,1,10,5,1
45,3,5,1,7,2,10,4,1
49,3,5,1,7,1,10,2,1
56,3,5,1,7,1,10,5,1
56,1,6,1,7,1,10,2,1
50,3,6,1,7,1,10,1,1
24,3,5,2,2,1,7,6,1
140,1,2,2,2,1,2,5,1
32,3,5,1,2,1,7,6,1
24,3,4,4,5,1,7,4,1
72,1,6,2,5,1,7,4,1
36,3,4,4,6,1,10,4,1
40,3,5,4,5,1,7,2,1
35,3,5,4,5,1,7,3,1
120,1,6,1,2,1,7,7,1
35,3,5,2,5,1,7,4,1
58,3,5,1,8,1,10,4,1
42,3,5,2,8,1,10,4,1
48,3,6,1,8,1,10,10,0
42,3,5,2,8,1,10,3,1
42,3,5,1,7,1,10,5,1
48,3,5,2,8,1,10,2,1
48,3,6,1,8,1,10,6,1
38,3,5,2,8,2,10,4,0
35,3,5,2,6,1,10,4,0
42,3,5,1,8,1,10,4,1
63,1,2,1,4,1,10,1,1
63,3,5,2,5,1,10,4,1
35,1,6,1,5,1,10,5,0
77,1,6,1,5,1,10,8,1
96,1,2,1,5,1,10,5,1
63,1,6,1,5,1,7,4,1
96,3,5,1,5,1,7,6,1
20,3,5,1,5,1,10,4,1
30,1,6,1,5,1,7,3,1
77,1,6,1,5,4,10,2,1
24,3,5,6,7,2,7,4,1
49,3,5,6,7,1,7,6,1
24,3,5,6,7,4,10,3,1
35,3,5,6,7,1,10,5,0
35,3,5,6,7,1,7,5,0
48,3,5,6,7,2,10,2,1
63,3,5,6,7,1,10,5,1
63,3,5,6,7,1,10,5,1
48,3,5,6,8,1,10,5,1
78,1,6,1,7,1,2,5,1
55,3,5,1,5,1,10,4,1
96,1,2,1,6,1,7,4,1
204,1,2,1,5,1,7,2,1
36,3,5,6,9,1,10,5,1
80,3,5,1,6,1,4,2,1
63,1,6,1,9,1,7,3,1
32,3,5,6,6,1,10,4,1
42,3,5,1,9,1,10,4,1
42,3,5,1,7,1,10,3,1
35,3,5,6,6,1,10,4,1
54,1,2,1,9,1,7,5,1
42,3,5,6,6,1,10,2,1
66,1,6,1,5,1,7,3,1
108,3,6,1,5,1,10,4,1
84,3,6,1,6,1,10,3,1
72,3,5,1,5,1,7,6,1
54,1,6,6,9,1,10,3,1
54,3,5,1,9,1,10,8,1
36,3,5,6,9,1,7,4,1
63,3,6,6,9,1,10,3,1
45,3,5,6,7,3,10,5,1
48,3,5,6,5,3,10,7,1
98,1,6,1,7,3,7,6,1
48,3,3,6,8,3,10,4,1
143,3,5,6,7,3,10,5,1
40,3,5,6,7,3,10,4,1
55,3,5,6,7,3,7,4,1
120,3,5,6,7,3,7,7,1
72,3,5,6,7,3,7,5,1
40,3,5,6,8,3,10,4,1
80,1,2,1,6,1,10,6,1
24,3,6,2,6,2,10,2,1
48,3,6,1,5,1,7,3,1
35,3,8,6,2,4,10,5,0
56,1,6,1,5,1,10,5,1
35,3,5,4,2,1,10,4,0
56,1,6,1,5,1,10,2,1
24,3,5,6,6,4,7,3,1
24,3,5,6,5,1,10,5,1
35,3,5,4,5,1,10,4,1
119,1,6,1,5,1,7,2,1
35,1,6,1,6,1,10,4,1
54,3,6,1,5,1,10,3,1
96,1,6,1,6,1,7,4,1
72,1,2,1,5,1,7,3,1
96,1,6,6,2,1,10,4,1
96,1,6,2,2,1,7,9,1
35,3,6,4,5,1,10,6,1
75,3,6,6,2,1,7,4,1
100,1,6,1,5,1,7,8,1
51,3,5,1,5,1,10,1,1
55,3,5,4,5,1,10,6,1
48,3,5,1,5,1,10,4,1
80,3,5,6,5,1,10,2,1
76,3,5,1,5,1,7,5,1
35,3,5,6,5,1,10,4,1
130,1,2,1,5,1,7,7,1
113,3,5,1,5,1,10,4,1
